tipo,titulo,diretor,pais,categoria,continente
TV Show,Riverdale,Rob Seidenglanz,United States,"Crime TV Shows, TV Dramas, TV Mysteries",North America
TV Show,They've Gotta Have Us,Simon Frederick,United Kingdom,"British TV Shows, Docuseries",Europe
Movie,Fatherhood,Paul Weitz,United States,Dramas,North America
Movie,Kambili: The Whole 30 Yards,Kayode Kasum,Nigeria,"Comedies, International Movies, Romantic Movies",Africa
Movie,Aziza,Soudade Kaadan,"Lebanon, Syria","Comedies, Dramas, Independent Movies",Asia
Movie,Fan Girl,Antoinette Jadaone,Philippines,"Dramas, Independent Movies, International Movies",Asia
Movie,Red Snow,Marie Clements,Canada,Dramas,North America
Movie,Silver Linings Playbook,David O. Russell,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Biking Borders,Max Jabs,Germany,"Documentaries, International Movies, Sports Movies",Europe
Movie,Lowriders,Ricardo de Montreuil,United States,"Dramas, Independent Movies",North America
Movie,Security,Peter Chelsom,Italy,"Dramas, International Movies, Thrillers",Europe
Movie,FTA,Francine Parker,United States,Documentaries,North America
Movie,Life of Crime,Daniel Schechter,United States,"Comedies, Independent Movies",North America
Movie,Rogue Warfare: Death of a Nation,Mike Gunther,United States,Action & Adventure,North America
Movie,Sir! No Sir!,David Zeiger,United States,Documentaries,North America
TV Show,The American Bible Challenge,Michael Simon,United States,Reality TV,North America
TV Show,Metallica: Some Kind of Monster,"Joe Berlinger, Bruce Sinofsky",United States,TV Shows,North America
Movie,The Devil Below,Bradley Parker,United States,Horror Movies,North America
Movie,Sarbath,Prabhakaran,India,"Comedies, Dramas, International Movies",Asia
Movie,Skater Girl,Manjari Makijany,"United States, India","Children & Family Movies, Dramas, International Movies",North America
TV Show,Trese,Jay Oliva,"Philippines, Singapore, Indonesia","Anime Series, Crime TV Shows, TV Horror",Asia
Movie,Wish Dragon,Chris Appelhans,"China, United States, Canada","Children & Family Movies, Comedies",Asia
Movie,A Haunted House 2,Michael Tiddes,United States,"Comedies, Horror Movies",North America
Movie,Blind Intersections,Lara Saba,"Lebanon, United Arab Emirates","Dramas, International Movies",Asia
Movie,Camellia Sisters,"Bao Nhan, Namcito",Vietnam,"Dramas, International Movies",Asia
Movie,Copenhagen,Mark Raso,"Canada, United States, Denmark","Dramas, Independent Movies, Romantic Movies",North America
Movie,Until Midnight,Tariq Alkazim,United Arab Emirates,"International Movies, Thrillers",Asia
Movie,Awake,Mark Raso,United States,"Dramas, Thrillers",North America
Movie,Confusion Na Wa,Kenneth Gyang,Nigeria,"Comedies, Dramas, International Movies",Africa
Movie,Tragic Jungle,Yulene Olaizola,"Mexico, France, Colombia","Dramas, Independent Movies, International Movies",North America
Movie,Vampire Academy,Mark Waters,"United States, United Kingdom","Action & Adventure, Comedies, Sci-Fi & Fantasy",North America
Movie,A Private War,Matthew Heineman,"United Kingdom, United States","Dramas, Independent Movies",Europe
Movie,Small Chops,Robert Peters,Nigeria,"Dramas, International Movies, Romantic Movies",Africa
Movie,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,United States,Documentaries,North America
TV Show,Feel Good,Ally Pankiw,United Kingdom,"Romantic TV Shows, TV Comedies, TV Dramas",Europe
Movie,Sweet & Sour,Lee Kae-byeok,South Korea,"Comedies, International Movies, Romantic Movies",Asia
Movie,Trippin' with the Kandasamys,Jayan Moodley,South Africa,"Comedies, International Movies, Romantic Movies",Africa
Movie,Xtreme,Daniel Benmayor,Spain,"Action & Adventure, International Movies",Europe
Movie,Alan Saldaña: Locked Up,Alex Díaz,Mexico,Stand-Up Comedy,North America
Movie,Dancing Queens,Helena Bergström,Sweden,"Comedies, Dramas, International Movies",Europe
Movie,Myriam Fares: The Journey,Myriam Fares,United Arab Emirates,"Documentaries, International Movies, Music & Musicals",Asia
Movie,The Girl and the Gun,Rae Red,Philippines,"Dramas, International Movies, Thrillers",Asia
Movie,2 Hearts,Lance Hool,United States,"Dramas, Faith & Spirituality, Romantic Movies",North America
Movie,A Perfect Ending,Nicole Conn,United States,"Dramas, Independent Movies, LGBTQ Movies",North America
Movie,American Outlaws,Les Mayfield,United States,Action & Adventure,North America
Movie,And Then Came Lola,"Ellen Seidler, Megan Siler",United States,"Comedies, Independent Movies, LGBTQ Movies",North America
Movie,Battlefield Earth,Roger Christian,United States,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",North America
Movie,Bliss,Lance Young,"Canada, United States","Dramas, Romantic Movies",North America
Movie,Carnaval,Leandro Neri,Brazil,"Comedies, International Movies, Music & Musicals",South America
Movie,Cloudburst,Thom Fitzgerald,"United States, Canada","Comedies, Dramas, Independent Movies",North America
Movie,Company of Heroes,Don Michael Paul,United States,"Action & Adventure, Dramas",North America
Movie,Cradle 2 the Grave,Andrzej Bartkowiak,United States,Action & Adventure,North America
Movie,Domestic Disturbance,Harold Becker,United States,Thrillers,North America
Movie,Dream/Killer,Andrew Jenks,United States,Documentaries,North America
Movie,Felon,Ric Roman Waugh,United States,"Action & Adventure, Dramas",North America
Movie,Flipped,Rob Reiner,United States,"Comedies, Dramas, Romantic Movies",North America
Movie,Fools Rush In,Andy Tennant,United States,"Comedies, Romantic Movies",North America
Movie,Gold Statue,Tade Ogidan,Nigeria,"Comedies, Dramas, International Movies",Africa
Movie,Hostel: Part III,Scott Spiegel,United States,"Cult Movies, Horror Movies",North America
Movie,I Am Sam,Jessie Nelson,United States,Dramas,North America
Movie,Love Jones,Theodore Witcher,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Million Dollar Baby,Clint Eastwood,United States,"Dramas, Sports Movies",North America
Movie,Mosquita y Mari,Aurora Guerrero,United States,"Dramas, Independent Movies, LGBTQ Movies",North America
Movie,Never Back Down 2: The Beatdown,Michael Jai White,United States,"Action & Adventure, Dramas, Sports Movies",North America
Movie,Ninja Assassin,James McTeigue,"Germany, United States, France",Action & Adventure,Europe
TV Show,Ouran High School Host Club,Takuya Igarashi,Japan,"Anime Series, Romantic TV Shows, Teen TV Shows",Asia
Movie,Population 436,Michelle MacLaren,"Canada, United States","Horror Movies, Thrillers",North America
Movie,Sniper: Legacy,Don Michael Paul,"United States, Bulgaria",Action & Adventure,North America
Movie,Starsky & Hutch,Todd Phillips,United States,"Action & Adventure, Comedies",North America
Movie,Streets of Fire,Walter Hill,United States,"Action & Adventure, Classic Movies, Cult Movies",North America
Movie,Swordfish,Dominic Sena,United States,Action & Adventure,North America
Movie,The Four Seasons,Alan Alda,United States,"Comedies, Romantic Movies",North America
Movie,The Interpreter,Sydney Pollack,"United Kingdom, France, Germany, United States",Thrillers,Europe
Movie,The Meddler,Lorene Scafaria,United States,"Comedies, Dramas, Independent Movies",North America
Movie,The Mirror Has Two Faces,Barbra Streisand,United States,"Comedies, Dramas, Romantic Movies",North America
Movie,The Outlaw Josey Wales,Clint Eastwood,United States,"Action & Adventure, Classic Movies",North America
Movie,The Wedding Guest,Michael Winterbottom,United Kingdom,"Dramas, Romantic Movies, Thrillers",Europe
Movie,The Wind,Emma Tammi,United States,Horror Movies,North America
Movie,Then Came You,Peter Hutchings,United States,"Comedies, Dramas, Independent Movies",North America
Movie,Welcome Home,George Ratliff,United States,Thrillers,North America
Movie,Bo Burnham: Inside,Bo Burnham,United States,Stand-Up Comedy,North America
Movie,Collateral Beauty,David Frankel,United States,Dramas,North America
Movie,Blue Miracle,Julio Quintana,United States,"Children & Family Movies, Dramas, Faith & Spirituality",North America
Movie,Ghost Lab,Paween Purijitpanya,Thailand,"Horror Movies, International Movies, Thrillers",Asia
Movie,Soy Rada: Serendipity,Pablo Faro,Argentina,Stand-Up Comedy,South America
Movie,The Day I lost My Shadow,Soudade Kaadan,"Syria, France, Lebanon, Qatar","Dramas, Independent Movies, International Movies",Asia
Movie,Baggio: The Divine Ponytail,Letizia Lamartire,Italy,"Dramas, International Movies, Sports Movies",Europe
Movie,Home,Tim Johnson,United States,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",North America
Movie,99 Songs,Vishwesh Krishnamoorthy,India,"Dramas, International Movies, Music & Musicals",Asia
Movie,Army of the Dead,Zack Snyder,United States,"Action & Adventure, Horror Movies",North America
Movie,Asmaa,Amr Salama,Egypt,"Dramas, International Movies",Africa
Movie,Spy Kids: All the Time in the World,Robert Rodriguez,United States,"Children & Family Movies, Comedies",North America
Movie,Sabotage,David Ayer,United States,"Action & Adventure, Dramas",North America
Movie,Small Town Crime,"Eshom Nelms, Ian Nelms",United States,Thrillers,North America
Movie,Amy Tan: Unintended Memoir,James Redford,United States,Documentaries,North America
Movie,Sardar Ka Grandson,Kaashvie Nair,India,"Comedies, Dramas, International Movies",Asia
Movie,Sleight,J.D. Dillard,United States,"Dramas, Independent Movies, Sci-Fi & Fantasy",North America
Movie,Ahaan,Nikhil Pherwani,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Cinema Bandi,Praveen Kandregula,India,"Comedies, Independent Movies, International Movies",Asia
Movie,Ferry,Cecilia Verheyden,"Belgium, Netherlands","Dramas, International Movies, Thrillers",Europe
TV Show,Halston,Daniel Minahan,United States,TV Dramas,North America
Movie,I Am All Girls,Donovan Marsh,South Africa,"Dramas, International Movies, Thrillers",Africa
Movie,Jungle Beat: The Movie,Brent Dawes,Mauritius,"Children & Family Movies, Comedies",Africa
Movie,Table Manners,Leli Maki,"Canada, South Africa","Comedies, Dramas, International Movies",North America
Movie,The Strange House,Daniel Prochaska,Austria,"Horror Movies, International Movies, Thrillers",Europe
Movie,The Woman in the Window,Joe Wright,United States,"Dramas, Thrillers",North America
Movie,Layer Cake,Matthew Vaughn,United Kingdom,"Independent Movies, International Movies, Thrillers",Europe
Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Dance of the Forty One,David Pablos,"Mexico, Brazil","Dramas, Independent Movies, International Movies",North America
Movie,Oxygen,Alexandre Aja,"France, United States","Dramas, International Movies, Thrillers",Europe
Movie,Illegal Woman,Ramon Térmens,Spain,"Dramas, International Movies",Europe
Movie,Deadly Switch,Svetlana Cvetko,United States,"Independent Movies, Thrillers",North America
Movie,Nayattu,Martin Prakkat,India,"Dramas, International Movies, Thrillers",Asia
Movie,Sleepless,Baran bo Odar,United States,Action & Adventure,North America
Movie,Super Me,Zhang Chong,China,"Action & Adventure, Dramas, International Movies",Asia
Movie,Have You Ever Seen Fireflies? - Theatre Play,Yılmaz Erdoğan,Turkey,"Dramas, International Movies",Asia
Movie,Milestone,Ivan Ayr,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Monster,Anthony Mandler,United States,Dramas,North America
Movie,Time to Dance,Stanley Menino D'Costa,India,"Dramas, International Movies, Romantic Movies",Asia
Movie,Unrest,Jennifer Brea,"United Kingdom, United States",Documentaries,Europe
Movie,And Tomorrow the Entire World,Julia von Heinz,"Germany, France","Dramas, International Movies, Thrillers",Europe
Movie,Dead Man Down,Niels Arden Oplev,United States,Action & Adventure,North America
Movie,Framing John DeLorean,"Don Argott, Sheena M. Joyce",United States,"Documentaries, Dramas",North America
Movie,The Clovehitch Killer,Duncan Skiles,United States,"Dramas, Independent Movies, Thrillers",North America
Movie,Aliens Stole My Body,Sean McNamara,United States,"Children & Family Movies, Comedies",North America
Movie,Au coeur des gangs,Vondie Curtis-Hall,United States,"Action & Adventure, Dramas",North America
Movie,Best of the Best,Robert Radler,United States,"Action & Adventure, Sports Movies",North America
Movie,Due Date,Todd Phillips,United States,"Action & Adventure, Comedies",North America
Movie,Fun with Dick & Jane,Dean Parisot,United States,Comedies,North America
Movie,Green Zone,Paul Greengrass,"United Kingdom, France, Spain, United States",Action & Adventure,Europe
Movie,Hachi: A Dog's Tale,Lasse Hallström,"United Kingdom, United States","Children & Family Movies, Dramas",Europe
Movie,JT LeRoy,Justin Kelly,"United Kingdom, Canada, United States","Dramas, Independent Movies",Europe
Movie,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon",United States,"Children & Family Movies, Comedies",North America
Movie,Mystic River,Clint Eastwood,"United States, Australia","Dramas, Thrillers",North America
Movie,Never Back Down,Jeff Wadlow,United States,"Action & Adventure, Dramas, Sports Movies",North America
Movie,S.M.A.R.T Chase,Charles Martin,China,Action & Adventure,Asia
Movie,Sitting in Limbo,Stella Corradi,United Kingdom,"Dramas, International Movies",Europe
Movie,Stargate,Roland Emmerich,"United States, France","Action & Adventure, Sci-Fi & Fantasy",North America
Movie,State of Play,Kevin Macdonald,"United States, United Kingdom, France","Dramas, Thrillers",North America
Movie,Swiped,Ann Deborah Fishman,United States,Comedies,North America
Movie,The Darkest Hour,Chris Gorak,"United States, Russia","Action & Adventure, Sci-Fi & Fantasy",North America
Movie,The Lovely Bones,Peter Jackson,"United States, United Kingdom, New Zealand","Dramas, International Movies, Sci-Fi & Fantasy",North America
Movie,The Sweetest Thing,Roger Kumble,United States,"Comedies, Romantic Movies",North America
Movie,The Whole Nine Yards,Jonathan Lynn,United States,"Action & Adventure, Comedies",North America
Movie,The Whole Truth,Courtney Hunt,United States,"Dramas, Thrillers",North America
Movie,The Yeti Adventures,"Pierre Greco, Nancy Florence Savard",Canada,"Children & Family Movies, Comedies",North America
Movie,Under Siege,Andrew Davis,"France, United States",Action & Adventure,Europe
Movie,Zack and Miri Make a Porno,Kevin Smith,United States,"Comedies, Independent Movies, Romantic Movies",North America
Movie,The Disciple,Chaitanya Tamhane,India,"Dramas, Independent Movies, International Movies",Asia
Movie,The Strangers: Prey at Night,Johannes Roberts,"United States, United Kingdom",Horror Movies,North America
Movie,Get the Grift,Pedro Antonio,Brazil,"Comedies, International Movies",South America
Movie,August: Osage County,John Wells,United States,Dramas,North America
Movie,Battle: Los Angeles,Jonathan Liebesman,United States,"Action & Adventure, Sci-Fi & Fantasy",North America
Movie,Between Worlds,Maria Pulera,Spain,Thrillers,Europe
Movie,One,Santhosh Viswanath,India,"Dramas, International Movies",Asia
Movie,Ram Prasad Ki Tehrvi,Seema Pahwa,India,"Dramas, Independent Movies, International Movies",Asia
Movie,Among Family,Ozan Açıktan,Turkey,"Comedies, International Movies",Asia
